cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp,total clinton,total trump
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/18/16,1/22/16,Ipsos,A-,1295,lv,3.94E-09,41.3,41,,,39.58069,41.08919,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,35963,65422,5/5/16,11/8/16 9:24,512.5699355,532.1050105
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/18/16,1/22/16,Ipsos,A-,1295,lv,3.94E-09,41.3,41,,,39.5455,41.01837,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,35963,65422,5/5/16,11/8/16 9:14,512.114225,531.1878915
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/19/16,1/23/16,Ipsos,A-,1275,lv,4.08E-09,42.6,39.8,,,40.82732,39.85463,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,35978,65421,5/5/16,11/8/16 9:35,520.54833,508.1465325
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/19/16,1/23/16,Ipsos,A-,1275,lv,4.08E-09,42.6,39.8,,,40.87534,39.9131,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,35978,65421,5/5/16,11/8/16 9:24,521.160585,508.892025
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/19/16,1/23/16,Ipsos,A-,1275,lv,4.08E-09,42.6,39.8,,,40.84016,39.84229,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,35978,65421,5/5/16,11/8/16 9:14,520.71204,507.9891975
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/21/16,1/24/16,CNN/Opinion Research Corp.,A-,907,rv,6.90E-07,48,47,,,46.73946,46.9738,,,,http://www.cnn.com/2016/01/26/politics/poll-republicans-results-cnn-orc/index.html,35971,65638,5/5/16,11/8/16 9:35,423.9269022,426.052366
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/21/16,1/24/16,Morning Consult,,4001,rv,5.34E-09,45,39,,,45.87246,42.66884,,,,http://big.assets.huffingtonpost.com/160103_topline_trend_v4_TS.pdf,35982,48785,1/27/16,11/8/16 9:35,1835.357125,1707.180288
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/20/16,1/24/16,Ipsos,A-,1296,lv,4.36E-09,45.3,36.6,,,43.52385,36.67766,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,35977,65420,5/5/16,11/8/16 9:35,564.069096,475.3424736
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Wisconsin,1/21/16,1/24/16,Marquette University,A,806,rv,0,47,38,,,46.58903,40.63766,,,,https://law.marquette.edu/poll/2016/01/28/new-marquette-law-school-poll-finds-tight-races-in-wisconsin-presidential-primaries/,35995,48825,1/28/16,11/8/16 9:35,375.5075818,327.5395396
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/21/16,1/24/16,CNN/Opinion Research Corp.,A-,907,rv,6.90E-07,48,47,,,46.63655,46.89461,,,,http://www.cnn.com/2016/01/26/politics/poll-republicans-results-cnn-orc/index.html,35971,65638,5/5/16,11/8/16 9:24,422.9935085,425.3341127
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/21/16,1/24/16,Morning Consult,,4001,rv,5.34E-09,45,39,,,45.85028,42.6156,,,,http://big.assets.huffingtonpost.com/160103_topline_trend_v4_TS.pdf,35982,48785,1/27/16,11/8/16 9:24,1834.469703,1705.050156
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/20/16,1/24/16,Ipsos,A-,1296,lv,4.36E-09,45.3,36.6,,,43.5718,36.73608,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,35977,65420,5/5/16,11/8/16 9:24,564.690528,476.0995968
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Wisconsin,1/21/16,1/24/16,Marquette University,A,806,rv,0,47,38,,,46.6254,40.59436,,,,https://law.marquette.edu/poll/2016/01/28/new-marquette-law-school-poll-finds-tight-races-in-wisconsin-presidential-primaries/,35995,48825,1/28/16,11/8/16 9:24,375.800724,327.1905416
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/21/16,1/24/16,CNN/Opinion Research Corp.,A-,907,rv,6.90E-07,48,47,,,46.80535,46.82875,,,,http://www.cnn.com/2016/01/26/politics/poll-republicans-results-cnn-orc/index.html,35971,65638,5/5/16,11/8/16 9:14,424.5245245,424.7367625
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/21/16,1/24/16,Morning Consult,,4001,rv,5.34E-09,45,39,,,45.86889,42.64211,,,,http://big.assets.huffingtonpost.com/160103_topline_trend_v4_TS.pdf,35982,48785,1/27/16,11/8/16 9:14,1835.214289,1706.110821
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/20/16,1/24/16,Ipsos,A-,1296,lv,4.36E-09,45.3,36.6,,,43.53662,36.66529,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,35977,65420,5/5/16,11/8/16 9:14,564.2345952,475.1821584
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,Wisconsin,1/21/16,1/24/16,Marquette University,A,806,rv,0,47,38,,,46.65142,40.51451,,,,https://law.marquette.edu/poll/2016/01/28/new-marquette-law-school-poll-finds-tight-races-in-wisconsin-presidential-primaries/,35995,48825,1/28/16,11/8/16 9:14,376.0104452,326.5469506
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/21/16,1/25/16,Ipsos,A-,1311,lv,4.64E-09,46.5,34.7,,,44.71962,34.80032,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,35976,65419,5/5/16,11/8/16 9:35,586.2742182,456.2321952
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/21/16,1/25/16,Ipsos,A-,1311,lv,4.64E-09,46.5,34.7,,,44.76745,34.85869,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,35976,65419,5/5/16,11/8/16 9:24,586.9012695,456.9974259
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/21/16,1/25/16,Ipsos,A-,1311,lv,4.64E-09,46.5,34.7,,,44.73228,34.7879,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,35976,65419,5/5/16,11/8/16 9:14,586.4401908,456.069369
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Virginia,1/18/16,1/26/16,Roanoke College,C+,524,lv,4.33E-07,52,35,,,50.4735,36.13203,,,,http://www.roanoke.edu/Documents/rcpoll/RCPoll.Jan2016.Topline_Exit%20poll.pdf,36049,48930,2/7/16,11/8/16 9:35,264.48114,189.3318372
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/22/16,1/26/16,Ipsos,A-,1330,lv,4.95E-09,45.3,36,,,43.51364,36.12381,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,35975,65418,5/5/16,11/8/16 9:35,578.731412,480.446673
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Michigan,1/23/16,1/26/16,EPIC-MRA,A-,600,lv,0,43,41,,,42.14966,42.05508,,,,http://www.epicmra.com/press/Stwd_Survey_Jan2016_Media_Freq.pdf,44180,66128,6/2/16,11/8/16 9:35,252.89796,252.33048
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Virginia,1/18/16,1/26/16,Roanoke College,C+,524,lv,4.33E-07,52,35,,,50.07686,36.89264,,,,http://www.roanoke.edu/Documents/rcpoll/RCPoll.Jan2016.Topline_Exit%20poll.pdf,36049,48930,2/7/16,11/8/16 9:24,262.4027464,193.3174336
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/22/16,1/26/16,Ipsos,A-,1330,lv,4.95E-09,45.3,36,,,43.56141,36.18208,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,35975,65418,5/5/16,11/8/16 9:24,579.366753,481.221664
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Michigan,1/23/16,1/26/16,EPIC-MRA,A-,600,lv,0,43,41,,,42.26212,42.19111,,,,http://www.epicmra.com/press/Stwd_Survey_Jan2016_Media_Freq.pdf,44180,66128,6/2/16,11/8/16 9:24,253.57272,253.14666
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,Virginia,1/18/16,1/26/16,Roanoke College,C+,524,lv,4.33E-07,52,35,,,49.74924,37.05416,,,,http://www.roanoke.edu/Documents/rcpoll/RCPoll.Jan2016.Topline_Exit%20poll.pdf,36049,48930,2/7/16,11/8/16 9:14,260.6860176,194.1637984
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/22/16,1/26/16,Ipsos,A-,1330,lv,4.95E-09,45.3,36,,,43.52625,36.1113,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,35975,65418,5/5/16,11/8/16 9:14,578.899125,480.28029
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,Michigan,1/23/16,1/26/16,EPIC-MRA,A-,600,lv,0,43,41,,,42.14991,42.23219,,,,http://www.epicmra.com/press/Stwd_Survey_Jan2016_Media_Freq.pdf,44180,66128,6/2/16,11/8/16 9:14,252.89946,253.39314
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/23/16,1/27/16,Ipsos,A-,1371,lv,5.36E-09,46.2,35.3,,,44.40942,35.44692,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36001,65417,5/5/16,11/8/16 9:35,608.8531482,485.9772732
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/23/16,1/27/16,Ipsos,A-,1371,lv,5.36E-09,46.2,35.3,,,44.45714,35.50512,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36001,65417,5/5/16,11/8/16 9:24,609.5073894,486.7751952
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/23/16,1/27/16,Ipsos,A-,1371,lv,5.36E-09,46.2,35.3,,,44.42199,35.43434,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36001,65417,5/5/16,11/8/16 9:14,609.0254829,485.8048014
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/24/16,1/28/16,Ipsos,A-,1387,lv,5.71E-09,45.1,36.2,,,43.30488,36.36977,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36000,65416,5/5/16,11/8/16 9:35,600.6386856,504.4487099
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/24/16,1/28/16,Ipsos,A-,1387,lv,5.71E-09,45.1,36.2,,,43.35258,36.42786,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36000,65416,5/5/16,11/8/16 9:24,601.3002846,505.2544182
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/24/16,1/28/16,Ipsos,A-,1387,lv,5.71E-09,45.1,36.2,,,43.31744,36.35709,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36000,65416,5/5/16,11/8/16 9:14,600.8128928,504.2728383
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/25/16,1/29/16,Ipsos,A-,1522,lv,6.59E-09,45.8,36.4,,,43.99805,36.59398,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,35999,65415,5/5/16,11/8/16 9:35,669.650321,556.9603756
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/25/16,1/29/16,Ipsos,A-,1522,lv,6.59E-09,45.8,36.4,,,44.04571,36.65198,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,35999,65415,5/5/16,11/8/16 9:24,670.3757062,557.8431356
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/25/16,1/29/16,Ipsos,A-,1522,lv,6.59E-09,45.8,36.4,,,44.01058,36.58121,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,35999,65415,5/5/16,11/8/16 9:14,669.8410276,556.7660162
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/26/16,1/30/16,Ipsos,A-,1578,lv,7.20E-09,46.5,35.7,,,44.69149,35.91728,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36017,65414,5/5/16,11/8/16 9:35,705.2317122,566.7746784
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/26/16,1/30/16,Ipsos,A-,1578,lv,7.20E-09,46.5,35.7,,,44.73911,35.97521,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36017,65414,5/5/16,11/8/16 9:24,705.9831558,567.6888138
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/26/16,1/30/16,Ipsos,A-,1578,lv,7.20E-09,46.5,35.7,,,44.70398,35.90446,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36017,65414,5/5/16,11/8/16 9:14,705.4288044,566.5723788
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/27/16,1/31/16,Ipsos,A-,1584,lv,7.61E-09,46.7,35.6,,,44.8849,35.84199,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36016,65413,5/5/16,11/8/16 9:35,710.976816,567.7371216
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/27/16,1/31/16,Ipsos,A-,1584,lv,7.61E-09,46.7,35.6,,,44.93248,35.89986,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36016,65413,5/5/16,11/8/16 9:24,711.7304832,568.6537824
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/27/16,1/31/16,Ipsos,A-,1584,lv,7.61E-09,46.7,35.6,,,44.89737,35.82911,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36016,65413,5/5/16,11/8/16 9:14,711.1743408,567.5331024
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/28/16,2/1/16,Ipsos,A-,1557,lv,7.88E-09,46.2,35.5,,,44.37838,35.7668,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36015,65412,5/5/16,11/8/16 9:35,690.9713766,556.889076
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/28/16,2/1/16,Ipsos,A-,1557,lv,7.88E-09,46.2,35.5,,,44.42593,35.82461,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36015,65412,5/5/16,11/8/16 9:24,691.7117301,557.7891777
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/28/16,2/1/16,Ipsos,A-,1557,lv,7.88E-09,46.2,35.5,,,44.39082,35.75388,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36015,65412,5/5/16,11/8/16 9:14,691.1650674,556.6879116
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/29/16,2/2/16,Ipsos,A-,1573,lv,8.39E-09,46.9,35.3,,,45.07183,35.59172,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36014,65411,5/5/16,11/8/16 9:35,708.9798859,559.8577556
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/29/16,2/2/16,Ipsos,A-,1573,lv,8.39E-09,46.9,35.3,,,45.11935,35.64948,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36014,65411,5/5/16,11/8/16 9:24,709.7273755,560.7663204
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/29/16,2/2/16,Ipsos,A-,1573,lv,8.39E-09,46.9,35.3,,,45.08426,35.57875,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36014,65411,5/5/16,11/8/16 9:14,709.1754098,559.6537375
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2/2/16,2/3/16,Public Policy Polling,B+,1236,v,1.14E-06,47,40,,,45.22805,40.91689,,,,http://www.publicpolicypolling.com/pdf/2015/2016results.pdf,36025,48976,2/9/16,11/8/16 9:35,559.018698,505.7327604
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/30/16,2/3/16,Ipsos,A-,1426,lv,8.00E-09,44.7,37.1,,,42.86492,37.41659,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36040,65410,5/5/16,11/8/16 9:35,611.2537592,533.5605734
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New York,1/31/16,2/3/16,Siena College,A,930,rv,0,57,32,,,57.23813,36.23518,,,,http://files.ctctcdn.com/9c83fb30501/9e02460e-4bda-4afc-adcd-9330137f842d.pdf,36054,48950,2/8/16,11/8/16 9:35,532.314609,336.987174
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2/2/16,2/3/16,Public Policy Polling,B+,1236,v,1.14E-06,47,40,,,45.27313,40.93254,,,,http://www.publicpolicypolling.com/pdf/2015/2016results.pdf,36025,48976,2/9/16,11/8/16 9:24,559.5758868,505.9261944
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/30/16,2/3/16,Ipsos,A-,1426,lv,8.00E-09,44.7,37.1,,,42.91242,37.47428,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36040,65410,5/5/16,11/8/16 9:24,611.9311092,534.3832328
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New York,1/31/16,2/3/16,Siena College,A,930,rv,0,57,32,,,57.3204,36.07187,,,,http://files.ctctcdn.com/9c83fb30501/9e02460e-4bda-4afc-adcd-9330137f842d.pdf,36054,48950,2/8/16,11/8/16 9:24,533.07972,335.468391
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2/2/16,2/3/16,Public Policy Polling,B+,1236,v,1.14E-06,47,40,,,45.26731,40.90365,,,,http://www.publicpolicypolling.com/pdf/2015/2016results.pdf,36025,48976,2/9/16,11/8/16 9:14,559.5039516,505.569114
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/30/16,2/3/16,Ipsos,A-,1426,lv,8.00E-09,44.7,37.1,,,42.87733,37.40357,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36040,65410,5/5/16,11/8/16 9:14,611.4307258,533.3749082
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,New York,1/31/16,2/3/16,Siena College,A,930,rv,0,57,32,,,57.31118,36.11485,,,,http://files.ctctcdn.com/9c83fb30501/9e02460e-4bda-4afc-adcd-9330137f842d.pdf,36054,48950,2/8/16,11/8/16 9:14,532.993974,335.868105
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,2/2/16,2/4/16,University of Massachusetts Lowell,B,1417,rv,1.54E-06,44,40,,,43.30068,42.15818,,,,https://www.uml.edu/docs/2-5%20TOPLINE%20-%20UMassLowell-7NEWS%20NH%20PRIMARY_tcm18-230845.pdf,44182,66132,6/2/16,11/8/16 9:35,613.5706356,597.3814106
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2/2/16,2/4/16,Quinnipiac University,A-,1125,rv,9.50E-07,46,41,,,45.96732,42.60353,,,,http://www.quinnipiac.edu/images/polling/us/us02052016_Ust53w.pdf,36031,65484,5/5/16,11/8/16 9:35,517.13235,479.2897125
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/31/16,2/4/16,Ipsos,A-,1345,lv,7.95E-09,42.6,39,,,40.76009,39.34243,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36039,65409,5/5/16,11/8/16 9:35,548.2232105,529.1556835
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,2/2/16,2/4/16,University of Massachusetts Lowell,B,1417,rv,1.54E-06,44,40,,,43.32456,42.09693,,,,https://www.uml.edu/docs/2-5%20TOPLINE%20-%20UMassLowell-7NEWS%20NH%20PRIMARY_tcm18-230845.pdf,44182,66132,6/2/16,11/8/16 9:24,613.9090152,596.5134981
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2/2/16,2/4/16,Quinnipiac University,A-,1125,rv,9.50E-07,46,41,,,45.92196,42.54644,,,,http://www.quinnipiac.edu/images/polling/us/us02052016_Ust53w.pdf,36031,65484,5/5/16,11/8/16 9:24,516.62205,478.64745
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/31/16,2/4/16,Ipsos,A-,1345,lv,7.95E-09,42.6,39,,,40.80755,39.40011,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36039,65409,5/5/16,11/8/16 9:24,548.8615475,529.9314795
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,2/2/16,2/4/16,University of Massachusetts Lowell,B,1417,rv,1.54E-06,44,40,,,43.24171,42.22126,,,,https://www.uml.edu/docs/2-5%20TOPLINE%20-%20UMassLowell-7NEWS%20NH%20PRIMARY_tcm18-230845.pdf,44182,66132,6/2/16,11/8/16 9:14,612.7350307,598.2752542
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2/2/16,2/4/16,Quinnipiac University,A-,1125,rv,9.50E-07,46,41,,,45.94736,42.61996,,,,http://www.quinnipiac.edu/images/polling/us/us02052016_Ust53w.pdf,36031,65484,5/5/16,11/8/16 9:14,516.9078,479.47455
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,1/31/16,2/4/16,Ipsos,A-,1345,lv,7.95E-09,42.6,39,,,40.77247,39.3294,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36039,65409,5/5/16,11/8/16 9:14,548.3897215,528.98043
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,2/3/16,2/5/16,University of Massachusetts Lowell,B,1417,rv,1.92E-06,46,39,,,45.2924,41.18365,,,,https://www.uml.edu/docs/2-6%20TOPLINE%20-%20UMassLowell-7NEWS%20NH%20PRIMARY_tcm18-230852.pdf,36044,66116,6/2/16,11/8/16 9:35,641.793308,583.5723205
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2/1/16,2/5/16,Ipsos,A-,1318,lv,8.19E-09,44.3,36.7,,,42.45362,37.06633,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36041,65408,5/5/16,11/8/16 9:35,559.5387116,488.5342294
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,2/3/16,2/5/16,University of Massachusetts Lowell,B,1417,rv,1.92E-06,46,39,,,45.31618,41.12244,,,,https://www.uml.edu/docs/2-6%20TOPLINE%20-%20UMassLowell-7NEWS%20NH%20PRIMARY_tcm18-230852.pdf,36044,66116,6/2/16,11/8/16 9:24,642.1302706,582.7049748
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2/1/16,2/5/16,Ipsos,A-,1318,lv,8.19E-09,44.3,36.7,,,42.50093,37.12411,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36041,65408,5/5/16,11/8/16 9:24,560.1622574,489.2957698
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,2/3/16,2/5/16,University of Massachusetts Lowell,B,1417,rv,1.92E-06,46,39,,,45.23333,41.24678,,,,https://www.uml.edu/docs/2-6%20TOPLINE%20-%20UMassLowell-7NEWS%20NH%20PRIMARY_tcm18-230852.pdf,36044,66116,6/2/16,11/8/16 9:14,640.9562861,584.4668726
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2/1/16,2/5/16,Ipsos,A-,1318,lv,8.19E-09,44.3,36.7,,,42.46586,37.05342,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36041,65408,5/5/16,11/8/16 9:14,559.7000348,488.3640756
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,Florida,1/30/16,2/6/16,Florida Southern College,,608,rv,0.0000107,45,38,,,45.58063,42.47492,,,,http://big.assets.huffingtonpost.com/FSCFloridaPrimaryPreferencePoll02820162.pdf,36063,48972,2/9/16,11/8/16 9:35,277.1302304,258.2475136
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,2/4/16,2/6/16,University of Massachusetts Lowell,B,1413,rv,2.41E-06,45,39,,,44.28288,41.21109,,,,http://www.uml.edu/Research/public-opinion/polls/default.aspx,36047,65625,5/5/16,11/8/16 9:35,625.7170944,582.3127017
2016,President,polls-plus,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2/2/16,2/6/16,Ipsos,A-,1332,lv,8.70E-09,44.4,37,,,42.54664,37.38779,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36069,65407,5/5/16,11/8/16 9:35,566.7212448,498.0053628
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,Florida,1/30/16,2/6/16,Florida Southern College,,608,rv,0.0000107,45,38,,,45.60082,42.42905,,,,http://big.assets.huffingtonpost.com/FSCFloridaPrimaryPreferencePoll02820162.pdf,36063,48972,2/9/16,11/8/16 9:24,277.2529856,257.968624
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,2/4/16,2/6/16,University of Massachusetts Lowell,B,1413,rv,2.41E-06,45,39,,,44.30655,41.14993,,,,http://www.uml.edu/Research/public-opinion/polls/default.aspx,36047,65625,5/5/16,11/8/16 9:24,626.0515515,581.4485109
2016,President,now-cast,Clinton vs. Trump vs. Johnson,11/8/16,U.S.,2/2/16,2/6/16,Ipsos,A-,1332,lv,8.70E-09,44.4,37,,,42.59387,37.44562,,,,http://polling.reuters.com/#poll/TM651Y15_13/filters/LIKELY:1,36069,65407,5/5/16,11/8/16 9:24,567.3503484,498.7756584
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,Florida,1/30/16,2/6/16,Florida Southern College,,608,rv,0.0000107,45,38,,,45.58774,42.41805,,,,http://big.assets.huffingtonpost.com/FSCFloridaPrimaryPreferencePoll02820162.pdf,36063,48972,2/9/16,11/8/16 9:14,277.1734592,257.901744
2016,President,polls-only,Clinton vs. Trump vs. Johnson,11/8/16,New Hampshire,2/4/16,2/6/16,University of Massachusetts Lowell,B,1413,rv,2.41E-06,45,39,,,44.22371,41.27428,,,,http://www.uml.edu/Research/public-opinion/polls/default.aspx,36047,65625,5/5/16,11/8/16 9:14,624.8810223,583.2055764
